   87096361505.847183       1.57644063738998517E-006  1.42096351531515569E-004
   102329302247.57002       1.28786815127522914E-006  1.28310054709778425E-004
   120226447091.84038       1.05157790691792486E-006  1.15837693533838237E-004
   141253758824.20166       8.58170161217739099E-007  1.04554349752463118E-004
   165958695982.45737       7.00023291141867819E-007  9.43537001991040432E-005
   194984466264.54486       5.70702362494072082E-007  8.51284211872131469E-005
   229086772822.60773       4.65037926419180017E-007  7.67891370444243786E-005
   269153489442.96884       3.78732766834635540E-007  6.92509360106395637E-005
   316227776866.98962       3.08250491283702150E-007  6.24354706805426313E-005
   371535242099.94556       2.50764834820009489E-007  5.62793547078875613E-005
   436515847816.63977       2.03870349816416234E-007  5.07158914743867606E-005
   512861402644.06354       1.65648819210226571E-007  4.56905778772121244E-005
   602559608402.85864       1.34509382290294986E-007  4.11516850811296627E-005
   707945811103.64819       1.09142974238929861E-007  3.70510616084129799E-005
   831763803066.13452       8.84983048757176059E-008  3.33482935615845463E-005
   977237259180.20923       7.17028102684763596E-008  3.00046693944229648E-005
   1148153667194.5256       5.80489742101256578E-008  2.69862964369433402E-005
   1348962937207.3931       4.69563105803210326E-008  2.42620947287006789E-005
   1584893257716.6038       3.79430830787529488E-008  2.18017956181351731E-005
   1862087214609.1919       3.19128925327673668E-008  1.99889485901344602E-005
   2187761717029.7930       2.46958541887773376E-008  1.75773506618208640E-005
   2570395893892.4775       1.98895896865529099E-008  1.57697254671197147E-005
   3019951853033.2412       1.59973899532521750E-008  1.41388158474232603E-005
   3548134050598.6704       1.28500292268702346E-008  1.26684897439176286E-005
   4168694023506.7241       1.03071114380520585E-008  1.13431122999730517E-005
   4897788418870.0596       8.25584605732232786E-009  1.01494340672522165E-005
   5754399641890.3828       6.60357257823443974E-009  9.07514988143268279E-006
   6760830074041.3584       5.27484254859046474E-009  8.10920149622179529E-006
   7943282728803.7002       4.20686177231817399E-009  7.24047092503169751E-006
   9332543462669.0742       3.35635122385309699E-009  6.46608598718427446E-006
   10964782503181.082       2.67533030633296859E-009  5.77193578517361238E-006
   12882496162271.463       2.13313227177691593E-009  5.15313713792412415E-006
   15135613252957.033       1.70248973665914061E-009  4.60298903232363503E-006
   17782795015612.535       1.36122228157475088E-009  4.11530296683858991E-006
   20892962398171.270       1.09121216117028883E-009  3.68413926495757258E-006
   24547090453899.754       8.78100721496572490E-010  3.30447300187774983E-006
   28840316574957.199       7.08476920604202444E-010  2.96787291204125303E-006
   33884417450851.496       5.73969232583307301E-010  2.67105572120544269E-006
   39810719240874.813       4.66346200552622282E-010  2.40742232360072276E-006
   46773516728585.000       3.79491525959241776E-010  2.17150706710175809E-006
   54954090478048.508       3.08764427060890398E-010  1.95856603867500058E-006
   64565426580891.211       2.50653726149785969E-010  1.76452508458766759E-006
   75857761875572.188       2.02704434987832448E-010  1.58668249083310031E-006
   89125099011954.594       1.63128237387471632E-010  1.42328523216040813E-006
   104712860984745.41       1.30678534437967812E-010  1.27379584724841280E-006
   123026884426124.20       1.04424759642766072E-010  1.13860052916596245E-006
   144543985803270.94       8.35208128734262673E-011  1.01821821026013423E-006
   169824375618014.63       6.71005740563935954E-011  9.12604595825119356E-007
   199526243819657.31       4.69403841596743154E-011  7.63232673634522328E-007
   234422896170850.38       4.41078138674778157E-011  7.39836121479167224E-007
   275422887721977.06       3.58820623416564227E-011  6.67264107211837623E-007
   323593677580993.13       2.90379076376566264E-011  6.00238319323784138E-007
   380189420844694.31       2.33237210798410843E-011  5.37925951486429187E-007
   446683621270832.13       1.86430260318477833E-011  4.80911386122251347E-007
   524807494822770.88       1.49533567791753466E-011  4.30686048617054090E-007
   616595042904335.50       1.20992517580267797E-011  3.87397533354480786E-007
   724436008793263.38       9.84292690432340788E-012  3.49403328071942102E-007
   851138096025427.88       7.96892200701369095E-012  3.14378256044087390E-007
